pmi; his eyes; 4.71
pmi; `` and; 0.9
pmi; you 're; 5.4
pmi; went on; 5.27
pmi; i 've; 4.95
pmi; for a; 2.2
pmi; la flitche; 10.51
pmi; that 's; 3.21
pmi; was not; 2.58
pmi; his hand; 4.71
pmi; his face; 4.66
pmi; it ''; 1.45
pmi; not know; 4.57
pmi; would have; 6.04
pmi; but he; 2.22
pmi; her face; 4.89
pmi; n't you; 3.2
pmi; you do; 3.01
pmi; `` what; 2.95
pmi; the last; 3.04
